id,current_age,retirement_age,birth_year,birth_month,gender,address,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1779,30,69,1989,4,Male,989 Hill Lane,"$15,755 ","$32,125 ","$58,712 ",733,2
248,80,67,1939,12,Female,80471 Eighth Street,"$13,254 ","$13,596 ",$352 ,684,4
1003,51,62,1968,11,Male,2003 Ninth Avenue,"$39,495 ","$80,526 ","$117,380 ",632,1
294,36,59,1983,8,Male,99 Mill Lane,"$21,556 ","$43,953 ","$76,915 ",607,1
118,56,68,1963,12,Female,407 Seventh Lane,"$15,471 ","$31,533 ","$42,315 ",753,3
292,23,65,1996,9,Female,871 Second Street,"$20,947 ","$42,711 ","$48,493 ",717,1
755,74,67,1945,11,Female,951 11th Avenue,"$13,409 ","$23,137 ","$4,871 ",642,5
1878,18,64,2002,1,Male,631 Elm Drive,"$19,508 ","$39,778 ","$60,850 ",702,1
1432,42,72,1977,8,Male,78 Lexington Street,"$34,205 ","$69,747 ","$80,763 ",741,4
456,54,63,1965,10,Male,600 Grant Lane,"$17,140 ","$34,947 ","$49,024 ",751,3
623,63,60,1956,4,Male,3283 Park Lane,"$32,083 ","$77,961 ","$39,811 ",616,3
1426,22,66,1997,4,Female,37 Norfolk Boulevard,"$56,252 ","$114,692 ","$91,575 ",805,2
47,47,62,1972,9,Male,523 Federal Drive,"$12,475 ","$25,434 ","$45,540 ",712,4
760,56,64,1964,2,Female,532 Sixth Drive,"$18,420 ","$37,558 ","$72,514 ",778,3
956,30,66,1989,12,Female,714 North Drive,"$23,104 ","$47,110 ","$57,159 ",804,2
194,52,68,1968,2,Male,531 Pine Avenue,"$15,048 ","$30,681 ","$81,680 ",746,4
693,20,66,1999,8,Female,5342 Valley Stream Avenue,"$31,905 ","$65,051 ","$220,951 ",703,2
1246,49,67,1970,5,Female,7499 Lake Boulevard,"$15,207 ","$31,008 ","$60,527 ",713,4
641,62,68,1957,11,Male,878 Forest Street,"$18,420 ","$37,556 ",$0 ,735,6
1060,76,68,1944,2,Male,359 Valley Street,"$17,909 ","$21,547 ","$16,040 ",785,5
1292,20,68,1999,4,Male,176 River Boulevard,"$14,249 ","$29,051 ","$5,819 ",774,2
1113,19,69,2000,5,Female,700 Madison Lane,"$14,200 ","$28,953 ","$3,619 ",738,2
245,39,65,1980,7,Female,3 Main Street,"$28,826 ","$58,774 ","$94,053 ",528,2
774,46,61,1973,7,Male,671 Essex Street,"$16,378 ","$33,395 ","$57,774 ",588,2
1822,87,65,1933,1,Female,7736 Eighth Boulevard,"$14,395 ","$22,894 ","$1,501 ",767,5
1209,45,67,1974,6,Female,95 12th Drive,"$31,299 ","$63,815 ","$4,832 ",699,6
997,57,67,1963,2,Female,339 Little Creek Lane,"$26,957 ","$54,963 ","$105,623 ",675,4
1180,28,69,1991,9,Male,18 Lake Avenue,"$17,624 ","$35,940 ","$54,354 ",595,3
318,62,67,1957,5,Male,75540 Valley Street,"$18,103 ","$36,911 ","$93,367 ",724,4
691,34,64,1985,12,Female,232 Jefferson Boulevard,"$21,991 ","$44,838 ","$109,951 ",561,1
1993,59,72,1960,3,Female,963 11th Drive,"$45,509 ","$92,785 ","$122,254 ",786,6
252,67,70,1953,1,Male,127 Grant Street,"$17,161 ","$34,985 ","$29,409 ",723,6
1757,39,68,1980,11,Male,2773 El Camino Lane,"$20,644 ","$42,086 ","$79,530 ",784,4
1324,45,61,1974,11,Female,535 Hill Boulevard,"$19,065 ","$38,872 ","$94,970 ",663,4
1557,50,66,1970,2,Female,2516 Essex Drive,"$23,687 ","$48,295 ","$109,558 ",707,3
1555,28,64,1991,6,Female,5367 Pine Avenue,"$19,474 ","$39,708 ","$113,715 ",717,3
941,56,72,1963,6,Female,3248 Hill Drive,"$22,273 ","$45,416 ","$82,611 ",713,1
156,36,67,1983,7,Female,2062 Fourth Street,"$13,739 ","$28,007 ",$0 ,691,4
24,48,64,1971,11,Female,55378 Burns Avenue,"$18,906 ","$38,554 ","$47,186 ",708,1
302,27,67,1992,8,Female,9354 Lafayette Street,"$18,335 ","$37,384 ","$120,327 ",706,2
949,29,71,1990,11,Female,6595 Ocean Drive,"$31,234 ","$63,684 ","$96,864 ",709,5
1281,92,61,1927,12,Female,34 Bayview Drive,"$14,632 ","$26,546 ","$2,480 ",689,6
1428,35,62,1984,11,Female,800 Ninth Boulevard,"$13,963 ","$28,472 ","$42,750 ",508,1
433,49,65,1970,4,Male,6829 Main Boulevard,"$15,676 ","$31,957 ","$12,347 ",771,6
584,61,68,1958,8,Male,8823 South Drive,"$14,318 ","$29,195 ","$64,881 ",743,3
1832,36,67,1983,10,Male,151 Lafayette Drive,"$17,839 ","$36,372 ","$79,220 ",684,2
222,48,70,1971,7,Female,9243 Oak Street,"$45,818 ","$93,417 ","$115,916 ",714,3
648,40,61,1980,2,Female,466 Pine Drive,"$14,642 ","$29,854 ","$66,044 ",674,3
1939,43,69,1976,11,Female,480 First Lane,"$12,362 ","$25,207 ","$34,107 ",685,1
722,25,66,1995,1,Male,3357 Hill Lane,"$16,168 ","$32,966 ","$73,741 ",707,1
1889,66,67,1953,7,Male,23 El Camino Street,"$23,528 ","$47,972 ",$0 ,748,5
1229,50,66,1970,2,Male,421 Essex Street,"$24,206 ","$49,350 ","$20,942 ",713,6
505,39,63,1980,12,Female,31 Lincoln Avenue,"$14,901 ","$30,383 ","$58,466 ",609,2
1083,44,65,1975,3,Female,45682 Washington Lane,"$18,916 ","$38,568 ","$66,300 ",756,4
1656,35,69,1984,5,Female,350 Third Avenue,"$20,179 ","$41,141 ","$81,016 ",706,3
568,24,66,1996,2,Male,5573 Sixth Lane,"$18,895 ","$38,526 ","$60,556 ",778,1
1373,35,66,1984,12,Female,834 Tenth Lane,"$16,764 ","$34,181 ","$50,668 ",764,2
667,83,63,1936,3,Male,588 Lincoln Street,"$30,325 ","$41,763 ","$2,279 ",714,5
480,50,68,1969,11,Male,749 Oak Street,"$42,234 ","$86,113 ","$177,353 ",713,6
569,52,73,1968,2,Male,29 Martin Luther King Lane,"$22,377 ","$45,625 ","$81,136 ",662,1
1600,62,66,1957,9,Female,314 Fourth Street,"$49,629 ","$101,193 ","$124,771 ",747,3
1063,64,66,1956,2,Male,690 Jefferson Lane,"$18,590 ","$37,898 ","$36,994 ",716,5
32,82,67,1937,9,Female,7336 First Avenue,"$23,074 ","$52,315 ","$3,174 ",695,4
1040,28,67,1991,10,Female,207 Washington Lane,"$39,269 ","$80,060 ",$0 ,689,2
396,89,72,1930,10,Female,711 South Boulevard,"$38,274 ","$50,341 ","$3,270 ",735,5
1498,47,66,1972,7,Female,69590 Rose Drive,"$24,911 ","$50,790 ","$3,547 ",726,4
104,33,65,1986,11,Female,2043 Mill Street,"$18,334 ","$37,384 ","$49,182 ",713,3
1062,58,65,1961,6,Male,55 Fourth Drive,"$17,302 ","$35,274 ","$35,234 ",708,3
1845,30,68,1989,7,Male,498 Mountain View Avenue,"$23,199 ","$47,300 ","$93,788 ",784,1
1657,35,68,1984,9,Male,600 River Lane,"$12,849 ","$26,201 ","$42,551 ",655,1
1106,62,62,1958,2,Female,1563 Summit Boulevard,"$16,842 ","$20,783 ","$23,623 ",699,3
1867,33,69,1986,10,Male,514 Sixth Boulevard,"$21,563 ","$43,968 ","$71,218 ",644,1
1045,27,66,1992,7,Male,5222 Valley Stream Avenue,"$16,568 ","$33,778 ","$10,058 ",757,1
1786,48,63,1971,3,Female,7554 Sixth Street,"$18,936 ","$38,611 ","$93,255 ",755,5
1569,68,65,1951,3,Female,7276 Valley Drive,"$20,153 ","$39,082 ","$16,870 ",722,4
899,29,65,1990,6,Female,5544 Grant Avenue,"$23,487 ","$47,891 ","$114,299 ",629,1
1595,47,65,1972,5,Female,4191 Maple Avenue,"$25,537 ","$52,063 ","$87,549 ",753,2
446,23,68,1997,1,Male,28 Madison Lane,"$24,200 ","$49,342 ","$56,137 ",703,1
53,49,68,1970,12,Female,7406 Mill Avenue,"$19,471 ","$39,700 ","$59,062 ",701,3
1136,23,65,1996,12,Male,1430 Elm Avenue,"$33,727 ","$68,767 ","$119,831 ",723,3
551,65,67,1955,1,Male,54 George Avenue,"$19,392 ","$39,543 ","$53,182 ",776,3
1491,41,68,1978,4,Female,40 River Boulevard,"$22,662 ","$46,209 ","$56,034 ",710,4
330,36,71,1984,2,Male,271 Sixth Drive,"$31,595 ","$64,419 ","$183,210 ",711,1
392,50,65,1969,11,Female,687 Fifth Boulevard,"$16,234 ","$33,098 ","$59,605 ",775,3
1144,57,66,1962,12,Female,545 Eighth Avenue,"$14,959 ","$30,495 ","$70,825 ",773,4
1163,45,61,1975,1,Male,2270 Sixth Lane,"$32,943 ","$67,170 ","$114,251 ",489,3
230,39,65,1980,10,Female,675 Fifth Avenue,"$17,412 ","$35,501 ","$78,801 ",693,4
1066,46,65,1973,6,Female,9846 Second Lane,"$26,545 ","$54,124 ",$0 ,727,2
460,65,65,1954,12,Male,696 George Lane,"$44,664 ","$40,957 ","$64,144 ",608,4
1661,42,67,1977,5,Female,939 Main Lane,"$35,553 ","$72,478 ","$63,078 ",728,2
1926,70,67,1950,1,Female,867 Valley Stream Boulevard,"$17,736 ","$26,574 ","$5,244 ",689,3
27,78,63,1941,8,Female,3553 Mountain View Drive,"$22,304 ","$23,821 ","$22,427 ",613,8
365,55,70,1964,9,Female,1392 Plum Avenue,"$18,719 ","$38,165 ","$45,891 ",719,1
50,68,72,1951,7,Female,267 Birch Boulevard,"$19,243 ","$39,238 ","$85,457 ",702,4
653,19,65,2001,2,Female,939 Lake Drive,"$25,308 ","$51,601 ","$79,143 ",745,1
743,44,66,1975,4,Female,5810 Sixth Drive,"$15,938 ","$32,491 ","$24,515 ",682,3
999,19,62,2000,10,Female,2481 Hillside Street,"$23,691 ","$48,308 ","$106,571 ",703,4
940,49,61,1970,6,Female,620 12th Avenue,"$20,499 ","$41,800 ","$67,836 ",699,6
534,27,74,1993,2,Female,31919 Summit Boulevard,"$29,680 ","$60,510 ","$23,196 ",790,3
1460,24,65,1995,7,Female,7454 12th Lane,"$30,288 ","$61,760 ","$163,824 ",590,2
59,85,69,1934,8,Female,726 Oak Avenue,"$16,654 ","$25,066 ",$424 ,695,7
1908,78,66,1942,2,Female,3601 Catherine Boulevard,"$24,801 ","$44,469 ","$12,777 ",733,5
1436,21,55,1998,8,Female,729 Wessex Avenue,"$21,992 ","$44,842 ","$54,189 ",500,4
1230,18,50,2002,1,Male,66 Birch Lane,"$14,305 ","$29,169 ","$37,230 ",754,1
324,21,68,1998,7,Female,5995 Valley Stream Avenue,"$42,850 ","$87,372 ","$40,547 ",792,3
992,46,70,1973,4,Male,574 Norfolk Street,"$26,918 ","$54,881 ","$3,584 ",700,4
198,49,73,1970,3,Female,732 Lincoln Drive,"$15,447 ","$31,497 ","$30,805 ",702,3
1017,24,69,1995,7,Male,7043 Ocean Avenue,"$14,076 ","$28,703 ","$94,364 ",560,1
1813,35,66,1984,4,Female,334 Birch Drive,"$27,637 ","$56,350 ","$120,125 ",808,4
1989,31,66,1988,12,Male,3487 Bayview Drive,"$33,295 ","$67,886 ","$7,137 ",803,4
1148,54,70,1965,4,Male,377 Lake Lane,"$18,007 ","$36,711 ","$47,490 ",687,4
872,61,66,1959,1,Female,96 Lake Lane,"$15,451 ","$31,505 ","$59,730 ",655,4
458,46,62,1973,11,Male,298 Federal Avenue,"$24,064 ","$49,068 ","$123,937 ",530,2
920,41,68,1978,11,Female,37 Sixth Lane,"$14,078 ","$28,704 ","$103,891 ",700,2
1598,82,61,1937,6,Male,996 Valley Drive,"$12,508 ","$26,126 ","$1,213 ",697,5
1876,50,70,1969,7,Male,2040 Washington Boulevard,"$21,869 ","$44,587 ","$17,148 ",775,6
412,25,65,1994,10,Male,7091 Lexington Lane,"$22,964 ","$46,822 ",$0 ,810,4
190,40,67,1979,4,Male,5468 Little Creek Drive,"$21,801 ","$44,452 ","$12,409 ",711,5
163,37,73,1983,2,Male,169 Oak Street,"$16,237 ","$33,108 ","$44,044 ",829,2
567,25,69,1994,6,Male,9804 Third Street,"$16,445 ","$33,534 ","$76,166 ",761,3
503,47,61,1973,2,Female,54 Valley Lane,"$14,497 ","$29,564 ","$54,279 ",694,2
469,67,67,1952,3,Female,488 Bayview Boulevard,"$26,675 ","$46,945 ","$17,835 ",682,4
1851,48,72,1972,1,Male,73 Essex Lane,"$37,121 ","$75,682 ","$37,163 ",727,5
1523,61,73,1958,10,Female,7561 Valley Avenue,"$19,453 ","$39,661 ","$74,740 ",850,4
35,20,64,1999,6,Male,8460 Oak Lane,"$23,785 ","$48,495 ","$97,630 ",773,3
317,67,65,1952,3,Female,816 El Camino Drive,"$15,436 ","$19,199 ","$15,091 ",715,3
1195,75,68,1944,7,Male,1222 First Drive,"$23,553 ","$40,696 ","$15,691 ",801,6
1238,31,72,1988,7,Female,95410 Pine Boulevard,"$47,408 ","$96,661 ","$73,401 ",721,2
432,55,64,1964,11,Female,4329 El Camino Boulevard,"$13,018 ","$26,546 ","$32,087 ",686,5
1082,34,67,1985,10,Female,316 Valley Stream Avenue,"$16,643 ","$33,934 ","$42,945 ",622,3
120,50,71,1969,9,Female,64 Mill Street,"$29,924 ","$61,008 ",$0 ,781,4
1289,33,64,1986,11,Male,27934 11th Street,"$20,995 ","$42,808 ","$117,011 ",758,1
1502,21,67,1999,2,Male,92196 Tenth Drive,"$44,196 ","$90,104 ","$85,204 ",787,2
1497,55,64,1964,12,Female,292 Tenth Street,"$17,435 ","$35,553 ","$76,077 ",623,1
1047,26,67,1994,2,Male,225 Ocean View Avenue,"$26,269 ","$53,554 ","$119,852 ",689,2
0,33,69,1986,3,Male,858 Plum Avenue,"$29,237 ","$59,613 ","$36,199 ",763,4
351,91,70,1928,9,Female,984 Little Creek Lane,"$13,810 ","$17,150 ",$375 ,807,6
1797,67,65,1952,11,Male,391 Martin Luther King Boulevard,"$24,971 ","$30,962 ","$15,336 ",743,5
1386,59,62,1960,6,Male,485 Birch Boulevard,"$18,600 ","$37,927 ","$79,299 ",712,1
1122,33,66,1986,11,Female,776 Bayview Avenue,"$34,188 ","$69,706 ","$97,070 ",785,2
255,18,57,2001,8,Female,8026 East Drive,"$21,214 ","$43,253 ","$56,323 ",718,1
765,18,68,2002,2,Male,188 Ninth Boulevard,"$17,707 ","$36,101 ","$46,425 ",778,2
703,53,66,1966,11,Female,864 Jefferson Drive,"$19,798 ","$40,363 ","$111,112 ",711,4
1919,83,59,1936,11,Male,7994 Maple Lane,"$37,846 ","$80,493 ","$2,027 ",610,5
791,78,57,1941,11,Female,939 Mill Street,"$22,682 ","$39,263 ","$24,246 ",645,4
199,67,67,1952,4,Female,7927 Plum Lane,"$32,580 ","$78,329 ","$40,161 ",720,3
282,42,66,1977,5,Male,260 Spruce Avenue,"$12,547 ","$25,585 ","$59,827 ",702,4
908,62,70,1957,8,Male,3776 Bayview Lane,"$22,685 ","$46,256 ","$106,753 ",650,3
880,28,65,1991,3,Male,231 Littlewood Avenue,"$19,301 ","$39,354 ","$26,700 ",685,2
770,35,66,1984,8,Male,33 Second Boulevard,"$29,793 ","$60,746 ","$88,165 ",706,4
1169,51,68,1968,11,Female,375 Hillside Drive,"$30,358 ","$61,901 ","$29,627 ",726,7
522,26,65,1994,2,Female,4726 Third Street,"$21,313 ","$43,454 ","$79,295 ",774,2
1736,43,67,1977,1,Male,2479 Valley Avenue,"$22,456 ","$45,789 ","$94,014 ",695,4
506,56,68,1964,1,Male,2742 El Camino Boulevard,"$25,916 ","$52,841 ","$36,288 ",733,5
131,23,75,1996,10,Female,5883 Sixth Street,"$18,494 ","$37,717 ","$60,367 ",688,3
76,22,63,1997,8,Female,3269 River Street,"$25,313 ","$51,613 ","$62,635 ",649,2
249,42,69,1977,9,Female,6777 First Drive,"$14,632 ","$29,835 ","$46,702 ",618,7
1279,78,65,1941,7,Male,22 East Avenue,"$34,259 ","$62,103 ","$33,545 ",509,4
1652,51,65,1969,2,Female,733 Maple Drive,"$20,966 ","$42,749 ","$53,471 ",728,4
739,38,64,1981,7,Female,6022 Mill Street,"$33,925 ","$69,171 ","$102,537 ",622,1
1475,98,60,1921,11,Female,412 Burns Drive,"$22,778 ","$42,306 ",$472 ,725,5
1251,29,67,1990,10,Female,645 Tenth Boulevard,"$20,673 ","$42,150 ","$39,663 ",750,3
1119,23,63,1996,11,Female,994 Second Lane,"$23,340 ","$47,589 ","$114,020 ",763,4
592,68,65,1952,2,Male,69 Spruce Avenue,"$13,634 ","$23,993 ","$2,573 ",714,5
692,52,65,1967,8,Female,23 Sussex Lane,"$20,942 ","$42,701 ","$53,696 ",701,4
1065,41,69,1978,8,Female,6157 Washington Drive,"$27,622 ","$56,320 ","$84,614 ",792,3
1764,59,68,1960,6,Male,4728 George Drive,"$15,472 ","$31,550 ","$26,738 ",710,3
1830,56,75,1963,9,Male,1184 Essex Lane,"$15,899 ","$32,418 ","$84,507 ",758,4
157,47,65,1972,10,Male,6232 Second Avenue,"$16,109 ","$32,847 ","$3,230 ",785,3
676,40,65,1980,2,Male,663 Third Drive,"$31,905 ","$65,053 ","$83,571 ",775,2
1481,72,65,1947,6,Male,527 Federal Avenue,$0 ,"$2,422 ",$810 ,632,2
1902,36,68,1984,2,Female,4350 Valley Boulevard,"$15,950 ","$32,522 ","$28,260 ",769,2
123,43,66,1976,9,Female,5180 Burns Boulevard,"$17,811 ","$36,315 ",$0 ,824,3
1995,64,62,1955,7,Female,28 First Lane,"$20,943 ","$39,206 ","$9,219 ",605,4
1688,27,66,1992,7,Female,8555 Eighth Avenue,"$16,501 ","$33,641 ","$40,696 ",743,1
1895,56,65,1963,3,Female,900 Littlewood Street,"$20,034 ","$40,848 ","$146,608 ",706,2
1891,47,66,1973,2,Female,96 Jefferson Street,"$16,733 ","$34,112 ","$39,842 ",725,4
453,26,67,1994,2,Female,682 Martin Luther King Avenue,"$63,159 ","$128,775 ","$232,506 ",655,1
341,50,66,1969,10,Male,517 Eighth Drive,"$51,032 ","$104,045 ",$0 ,734,3
1571,58,66,1961,6,Female,385 Jefferson Avenue,"$25,166 ","$51,316 ",$0 ,759,6
1615,66,59,1954,1,Female,1105 Second Drive,"$24,561 ","$48,690 ","$36,262 ",701,6
1647,18,65,2002,2,Female,1358 Plum Avenue,"$17,321 ","$35,311 ","$44,783 ",684,5
680,42,63,1977,8,Female,800 Madison Street,"$13,414 ","$27,354 ","$42,226 ",799,1
52,56,66,1963,4,Female,13 Rose Boulevard,"$31,288 ","$63,796 ","$82,173 ",730,3
1387,28,65,1991,5,Male,104 First Boulevard,"$32,485 ","$66,237 ","$146,680 ",785,1
1034,58,66,1961,7,Female,427 Essex Lane,"$27,254 ","$55,569 ","$76,181 ",698,6
677,40,65,1979,5,Male,855 Sussex Avenue,"$32,972 ","$67,226 ","$128,174 ",729,3
440,43,50,1976,11,Female,689 Valley Stream Lane,"$52,066 ","$106,159 ","$144,773 ",703,5
338,68,72,1951,8,Female,222 Lafayette Lane,"$24,651 ","$50,258 ",$0 ,686,3
1120,44,69,1975,5,Female,4868 Lake Lane,"$26,966 ","$54,981 ","$121,701 ",737,1
1127,59,70,1960,8,Male,60396 Elm Street,"$17,455 ","$35,590 ","$92,603 ",720,4
1662,41,67,1978,5,Male,469 Pine Street,"$24,509 ","$49,967 ","$58,582 ",712,4
1462,30,63,1989,7,Female,4788 Jefferson Boulevard,"$18,446 ","$37,610 ","$64,933 ",586,1
1848,31,66,1988,11,Female,4947 Sussex Boulevard,"$24,817 ","$50,599 ","$83,732 ",791,2
1444,64,67,1955,10,Male,8999 Washington Drive,"$32,805 ","$66,885 ","$144,703 ",698,7
45,61,67,1959,1,Female,9473 Mill Street,"$31,281 ","$63,781 ","$111,808 ",654,1
1102,49,65,1970,7,Female,836 Bayview Avenue,"$46,461 ","$94,733 ",$0 ,707,5
1636,49,66,1970,5,Male,4882 Mountain View Lane,"$12,064 ","$24,598 ","$23,019 ",695,4
502,46,66,1974,1,Male,434 Bayview Avenue,"$17,870 ","$36,440 ","$30,574 ",745,2
1630,24,65,1996,1,Male,716 Bayview Avenue,"$15,545 ","$31,693 ","$98,206 ",719,1
266,19,65,2000,3,Female,39 Park Lane,"$13,485 ","$27,494 ","$26,097 ",724,1
5,65,65,1955,2,Male,1032 Second Lane,"$19,095 ","$20,614 ","$14,042 ",711,2
1712,82,65,1938,1,Female,1437 Madison Lane,"$27,814 ","$66,999 ","$3,140 ",730,5
1360,41,61,1978,4,Male,4693 Elm Lane,"$19,066 ","$38,874 ","$64,474 ",672,3
1013,25,69,1995,1,Female,834 Elm Avenue,"$23,550 ","$48,017 ","$95,549 ",711,1
993,47,64,1972,8,Female,5647 Burns Boulevard,"$21,966 ","$44,789 ","$94,789 ",638,1
642,35,62,1984,5,Female,96 Ninth Drive,"$16,746 ","$34,143 ","$49,839 ",648,4
1871,83,65,1936,7,Male,3241 Park Lane,"$15,385 ","$16,611 ","$1,797 ",696,5
1721,36,68,1983,3,Female,620 River Boulevard,"$18,880 ","$38,496 ","$64,688 ",642,2
868,78,64,1941,11,Male,5004 Lake Street,"$16,016 ","$31,046 ","$11,436 ",706,6
1517,37,71,1982,3,Male,7954 Wessex Boulevard,"$60,593 ","$123,540 ","$236,393 ",764,4
364,65,65,1954,5,Female,9052 River Lane,"$18,273 ","$39,809 ",$0 ,775,4
686,64,65,1956,1,Male,25521 First Street,"$16,958 ","$34,576 ","$81,087 ",683,1
696,74,67,1945,7,Female,5064 North Lane,"$45,685 ","$110,570 ","$5,700 ",766,8
962,28,69,1992,1,Male,564 Catherine Lane,"$16,801 ","$34,262 ","$60,506 ",846,2
1407,40,71,1979,12,Male,9466 Essex Street,"$19,851 ","$40,473 ","$54,899 ",689,4
1015,33,67,1986,4,Female,9761 East Street,"$47,453 ","$96,744 ","$128,122 ",838,5
1456,48,70,1971,8,Male,884 Tenth Drive,"$15,316 ","$31,231 ","$40,499 ",681,3
1861,57,65,1962,5,Female,992 Forest Street,"$32,580 ","$66,427 ","$103,290 ",779,5
161,31,70,1988,11,Male,237 Hill Lane,"$11,512 ","$23,469 ","$22,976 ",731,3
263,30,69,1989,11,Male,8687 Ninth Drive,"$13,006 ","$26,519 ","$63,979 ",663,3
1389,40,64,1979,8,Female,6950 Federal Avenue,"$17,067 ","$34,799 ","$72,749 ",793,2
1707,28,70,1991,12,Female,816 Little Creek Lane,"$17,260 ","$35,194 ","$56,006 ",620,1
1374,28,66,1991,7,Female,7004 Mill Drive,"$19,463 ","$39,679 ","$93,772 ",758,2
1855,67,66,1952,3,Male,1 Burns Lane,"$25,115 ","$31,287 ","$25,844 ",728,4
867,26,71,1993,9,Male,381 Sussex Avenue,"$19,032 ","$38,805 ","$54,466 ",614,2
274,43,67,1976,4,Female,4 North Street,"$23,940 ","$48,810 ",$0 ,799,3
1552,62,67,1957,6,Male,896 Madison Boulevard,"$22,290 ","$45,450 ","$85,218 ",686,3
635,25,64,1994,7,Female,5338 Fifth Boulevard,"$16,770 ","$34,201 ","$42,895 ",731,1
1526,53,64,1966,3,Female,5773 River Street,"$16,742 ","$34,137 ","$80,467 ",671,4
319,67,67,1952,12,Male,388 Third Avenue,"$17,683 ","$28,357 ","$10,400 ",628,2
740,30,62,1989,8,Female,9104 Second Avenue,"$15,862 ","$32,343 ","$39,656 ",683,3
965,18,68,2002,1,Female,2108 Spruce Lane,"$20,670 ","$42,142 ","$116,857 ",713,2
1421,30,65,1989,7,Male,7691 Ocean View Avenue,"$16,177 ","$32,985 ","$32,764 ",740,2
1538,82,62,1937,8,Male,58 River Avenue,"$16,494 ","$23,572 ",$216 ,590,2
1101,25,70,1994,12,Female,142 Rose Drive,"$14,155 ","$28,862 ","$20,944 ",751,2
92,76,68,1943,10,Female,2760 Forest Drive,"$21,089 ","$31,145 ","$5,132 ",689,4
125,64,70,1956,2,Female,9505 Martin Luther King Avenue,"$13,015 ","$26,535 ","$93,592 ",724,5
449,58,70,1962,2,Female,901 Oak Street,"$19,517 ","$39,796 ","$9,452 ",729,5
1173,71,67,1948,3,Male,3095 Hill Boulevard,"$25,502 ","$51,703 ","$5,371 ",722,7
1810,66,66,1953,12,Male,350 North Street,"$18,879 ","$31,175 ","$5,846 ",711,5
1843,89,73,1930,11,Male,89 Wessex Street,"$16,503 ","$38,761 ",$69 ,760,7
1578,86,62,1933,11,Male,3899 Seventh Lane,"$19,382 ","$33,291 ",$695 ,714,2
658,40,64,1980,2,Female,7476 First Lane,"$25,812 ","$52,630 ","$68,559 ",725,4
1858,73,64,1946,12,Male,6781 Spruce Boulevard,"$14,317 ","$26,481 ","$10,392 ",705,1
1663,24,59,1995,7,Male,276 12th Boulevard,$0 ,"$2,370 ","$4,397 ",581,1
1503,59,67,1960,3,Male,1362 Norfolk Drive,"$21,102 ","$43,021 ","$86,014 ",725,4
725,18,68,2002,1,Male,392 Rose Drive,"$21,809 ","$44,466 ","$3,096 ",709,2
1671,50,57,1969,3,Male,1559 Tenth Street,"$21,033 ","$42,886 ","$60,474 ",604,1
1233,35,67,1984,5,Male,315 Little Creek Lane,"$18,560 ","$37,843 ","$40,003 ",697,3
1271,34,66,1985,10,Male,539 Maple Drive,"$23,738 ","$48,398 ","$138,998 ",642,3
473,33,66,1986,10,Female,26191 George Drive,"$13,820 ","$28,181 ","$37,929 ",682,2
1541,48,65,1971,10,Female,7139 Lake Boulevard,"$18,353 ","$37,422 ","$127,116 ",681,5
149,24,54,1995,3,Female,5 Hill Avenue,"$44,747 ","$91,237 ","$231,619 ",594,1
560,59,65,1960,4,Male,9099 Little Creek Drive,"$21,535 ","$43,913 ","$83,944 ",676,4
1006,37,68,1982,4,Male,7559 Forest Boulevard,"$21,851 ","$44,550 ","$117,302 ",761,3
368,75,73,1945,2,Male,2842 Littlewood Avenue,"$20,121 ","$42,806 ","$20,432 ",726,6
1696,63,65,1956,12,Female,4461 Hill Street,"$26,339 ","$53,702 ","$85,160 ",606,1
416,86,65,1933,8,Female,5220 Lincoln Street,"$20,030 ","$38,273 ","$1,658 ",765,6
51,29,67,1991,2,Female,3260 Hillside Lane,"$25,166 ","$51,303 ","$106,248 ",688,3
196,44,64,1975,5,Female,518 Norfolk Avenue,"$17,545 ","$35,775 ","$67,263 ",773,1
690,71,64,1948,3,Female,149 Burns Boulevard,"$31,024 ","$67,186 ","$29,682 ",692,1
1477,47,67,1972,7,Male,30 First Lane,"$22,934 ","$46,763 ","$65,106 ",696,3
260,62,70,1958,2,Male,142 Catherine Street,"$14,275 ","$29,110 ","$23,504 ",699,3
857,90,62,1929,10,Male,3019 Elm Drive,"$17,685 ","$41,831 ","$1,100 ",615,1
1167,42,65,1978,1,Female,606 Spruce Boulevard,"$24,089 ","$49,117 ","$42,380 ",769,3
1358,69,70,1950,4,Female,128 Main Street,"$33,808 ","$68,930 ","$72,619 ",768,4
1611,68,58,1952,1,Female,44 Ocean Avenue,"$13,907 ","$20,334 ","$9,544 ",684,2
734,43,61,1976,7,Female,57799 Oak Boulevard,"$12,220 ","$24,917 ","$36,101 ",693,2
1507,39,67,1980,12,Female,1533 Martin Luther King Lane,"$21,749 ","$44,344 ","$82,822 ",744,3
504,38,68,1982,1,Female,377 Mountain View Drive,"$16,825 ","$34,311 ","$61,776 ",705,2
524,57,62,1962,3,Male,252 Eighth Lane,"$17,282 ","$35,239 ","$43,270 ",726,1
525,55,66,1964,4,Male,959 Tenth Street,"$18,223 ","$37,147 ",$0 ,703,3
250,50,64,1970,2,Female,61674 Elm Drive,"$17,003 ","$34,671 ","$55,643 ",786,6
479,57,69,1962,10,Male,936 12th Street,"$30,004 ","$61,173 ","$71,422 ",692,3
343,55,72,1964,9,Female,919 Ocean View Lane,"$23,368 ","$47,643 ","$45,706 ",764,8
